"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @Quobyte: #SC16: Don’t miss out on your chance to talk to these sharp gentlemen about #Quobyte’s parallel file system for #HPC storage!…",FALSE,0,NA,2016-11-17 23:58:50,FALSE,NA,"799401442347843584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Visruss",1,TRUE,FALSE,NA,NA
"2","DriveScale, Inc. is still at #SC16! Stop by the RAID Incorporated booth https://t.co/1Q7jHxW1i2",FALSE,0,NA,2016-11-17 23:58:10,FALSE,NA,"799401274231824384",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","marianamaya",0,FALSE,FALSE,NA,NA
"3","RT @hpcgarage: China takes the Gordon Bell Prize at #SC16 -- a hearty congrats to the winners! https://t.co/DZiTRafMdH",FALSE,0,NA,2016-11-17 23:57:25,FALSE,NA,"799401083743281152",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","ochiai_tetu",9,TRUE,FALSE,NA,NA
"4","RT @Supercomputing: Daino: A High-Level Framework for Parallel and Efficient AMR on GPUs - Best Paper Award. Congratulations! #SC16",FALSE,0,NA,2016-11-17 23:55:47,FALSE,NA,"799400672768692228",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MukulH92",11,TRUE,FALSE,NA,NA
"5","RT @DellEMCNews: Dell EMC adds #1 in HPC to the list! Watch @jburton on why #HPC is the F1 racing of the tech industry. #SC16 https://t.co/…",FALSE,0,NA,2016-11-17 23:55:28,FALSE,NA,"799400596193288192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johntobin123",65,TRUE,FALSE,NA,NA
"6",".@engadget details how NVIDIA is helping build an #AI platform to accelerate cancer research with CANDLE. #SC16 https://t.co/uREDi31Zif",FALSE,0,NA,2016-11-17 23:55:21,FALSE,NA,"799400566220652546",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","LaSandraBrill",0,FALSE,FALSE,NA,NA
"7","RT @cyclecomputing: It's the end of the expo floor and we're getting a little bit carried away. Thanks for a great week, #sc16. https://t.c…",FALSE,0,NA,2016-11-17 23:54:11,FALSE,NA,"799400270442610688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jo_SmartConnect",4,TRUE,FALSE,NA,NA
"8","RT @TACC: Congratulations to Greg Abram and colleagues for #SC16 Best Scientific Visualization &amp; Data Analytics Showcase Award! https://t.c…",FALSE,0,NA,2016-11-17 23:51:53,FALSE,NA,"799399690718642181",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cquammen",3,TRUE,FALSE,NA,NA
"9","RT @StreamComputing: There was a lot of competition between USA and China during #SC16. This is the bag we got... https://t.co/JvijFzsC4f",FALSE,0,NA,2016-11-17 23:51:21,FALSE,NA,"799399556505026561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AchwaqKhalid",2,TRUE,FALSE,NA,NA
"10","Nice shirt Karan, go the ABs #sc16 #rugby #AllBlacks @GPUComputing @Azure https://t.co/7vSVjhuVrl",FALSE,2,NA,2016-11-17 23:51:06,FALSE,NA,"799399493405970433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HPCsharp",0,FALSE,FALSE,NA,NA
"11","There was a lot of competition between USA and China during #SC16. This is the bag we got... https://t.co/JvijFzsC4f",FALSE,4,NA,2016-11-17 23:51:00,FALSE,NA,"799399471465410560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StreamComputing",2,FALSE,FALSE,NA,NA
"12","RT @NVIDIATesla: NVIDIA scores 9 @HPCWire Awards at #SC16! Follow #HPCMeetsAI for more exciting @Supercomputing news. https://t.co/57KqPokC…",FALSE,0,NA,2016-11-17 23:47:56,FALSE,NA,"799398698119610368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Enrico_Smiley",20,TRUE,FALSE,NA,NA
"13","RT @HPCwire: Congratulations @ibm for your #HPCwireAwards! #sc16 #hpc #hpcmatters https://t.co/Y9thN2bJoo",FALSE,0,NA,2016-11-17 23:47:01,FALSE,NA,"799398466317352962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexanderlopezf",13,TRUE,FALSE,NA,NA
"14","RT @Supercomputing: Daino: A High-Level Framework for Parallel and Efficient AMR on GPUs - Best Paper Award. Congratulations! #SC16",FALSE,0,NA,2016-11-17 23:46:58,FALSE,NA,"799398454246121472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sean_couch",11,TRUE,FALSE,NA,NA
"15","RT @Supercomputing: Daino: A High-Level Framework for Parallel and Efficient AMR on GPUs - Best Paper Award. Congratulations! #SC16",FALSE,0,NA,2016-11-17 23:45:41,FALSE,NA,"799398130445848577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HPCsharp",11,TRUE,FALSE,NA,NA
"16","Students@SC: Dinner with Interesting People who have social skills starting now, 5:00-8:00pm, Ballroom BD #SC16",FALSE,1,NA,2016-11-17 23:45:00,FALSE,NA,"799397961507672064",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Supercomputing",0,FALSE,FALSE,NA,NA
"17","RT @Supercomputing: Thank you to the #SC16 SCinet vendors, contributors, &amp; volunteers for your support! https://t.co/EQDM3oRZZl",FALSE,0,NA,2016-11-17 23:43:57,FALSE,NA,"799397696226217984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamieeduncan",2,TRUE,FALSE,NA,NA
"18","RT @OpenPOWERorg: Learn more about our newest member, @Supermicro_SMCI! https://t.co/Zo0Ua8K5tQ Visit them at #SC16! #HPCMatters https://t.…",FALSE,0,NA,2016-11-17 23:41:19,FALSE,NA,"799397031366098944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",13,TRUE,FALSE,NA,NA
"19","RT @OLCFGOV: OLCF and @generalelectric receive 2016 @HPCwire Readers’ Choice Award #SC16 #hpcmatters https://t.co/jo87gnNsax https://t.co/w…",FALSE,0,NA,2016-11-17 23:40:54,FALSE,NA,"799396927301304321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",10,TRUE,FALSE,NA,NA
"20","Time to pack :-( Our booth #SC16 is now closed. Hope to see you next year! #SC17 https://t.co/7xW002OUJ0",FALSE,1,NA,2016-11-17 23:40:23,FALSE,NA,"799396797324128256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ccin2p3",0,FALSE,FALSE,NA,NA
"21","RT @OpenPOWERorg: Learn how PGI is bringing their PGI Fortran, C and C++ compilers with OpenACC to #OpenPOWER https://t.co/LxBdf1i5Wd #SC16…",FALSE,0,NA,2016-11-17 23:39:35,FALSE,NA,"799396596207222784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",6,TRUE,FALSE,NA,NA
"22","RT @LenovoServers: Engineers be popping tires like ""woah."" #SC16 #LenovoAtSC16 https://t.co/XekE0xT224",FALSE,0,NA,2016-11-17 23:39:32,FALSE,NA,"799396585067069440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LenovoIN",2,TRUE,FALSE,NA,NA
"23","RT @HPCwire: Congratulations to @IntelHPC on winning an impressive 7 #HPCwireAwards! #SC16 #HPCMatters #HPC https://t.co/lh2PRUfBPk",FALSE,0,NA,2016-11-17 23:39:07,FALSE,NA,"799396480117329920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",10,TRUE,FALSE,NA,NA
"24","Talks, demos, awards &amp; snow! ☃️ It was a busy #SC16 for the @PNNLab &amp; @NatLabsHPC teams. Thanks #SLC . See you in D… https://t.co/KLfsy3tJ6f",FALSE,1,NA,2016-11-17 23:38:57,TRUE,NA,"799396437435957249",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PNNLCompSciMath",0,FALSE,FALSE,NA,NA
"25","RT @OpenPOWERorg: #HPCmatters around the globe! See how @e4company is showcasing this at #SC16 and #PRACE https://t.co/uRptQCZwKH https://t…",FALSE,0,NA,2016-11-17 23:38:50,FALSE,NA,"799396409564864512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",13,TRUE,FALSE,NA,NA
"26","RT @nvidia: We're hosting a series of supercomputing, #HPCMeetsAI talks at our #SC16 booth. Here are highlights from them. https://t.co/j1A…",FALSE,0,NA,2016-11-17 23:38:08,FALSE,NA,"799396231319425024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",14,TRUE,FALSE,NA,NA
"27","RT @nvidia: .@Microsoft &amp; @OpenAI are working together to democratize #AI using @Azure cloud platform powered by our GPUs. #SC16 https://t.…",FALSE,0,NA,2016-11-17 23:37:33,FALSE,NA,"799396087387869184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",46,TRUE,FALSE,NA,NA
"28","Thank you to the #SC16 SCinet vendors, contributors, &amp; volunteers for your support! https://t.co/EQDM3oRZZl",FALSE,4,NA,2016-11-17 23:37:16,FALSE,NA,"799396013500833792",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Supercomputing",2,FALSE,FALSE,NA,NA
"29","Collaboration leads to innovation! #SC16 #HPCMatters https://t.co/blByzhKLOM",FALSE,2,NA,2016-11-17 23:36:25,FALSE,NA,"799395799528574976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OpenPOWERorg",0,FALSE,FALSE,NA,NA
"30","RT @ProfMatsuoka: #SC16 Asia excelled, both China&amp;Japan. TaihuLight won the Top500, ACM Gordon Bell Prize (3 finalists), and the Student Cl…",FALSE,0,NA,2016-11-17 23:36:00,FALSE,NA,"799395696881319936",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","HPC_Guru",7,TRUE,FALSE,NA,NA
"31","RT @OpenPOWERorg: Learn more about our newest member, @Supermicro_SMCI! https://t.co/Zo0Ua8K5tQ Visit them at #SC16! #HPCMatters https://t.…",FALSE,0,NA,2016-11-17 23:34:46,FALSE,NA,"799395387018772480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pcarvao",13,TRUE,FALSE,NA,NA
"32","RT @cray_inc: Our booth staff taking on the #MannequinChallenge! We challenge the rest of the booths @ #SC16! #waitforit #AmazingWithCray @…",FALSE,0,NA,2016-11-17 23:34:21,FALSE,NA,"799395280118378496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","matt_gianni",16,TRUE,FALSE,NA,NA
"33","RT @OpenPOWERorg: See how @IBM continues to benchmark HPC applications with this new server: https://t.co/kJTzTB4yTW #SC16 #HPCMatters http…",FALSE,0,NA,2016-11-17 23:33:38,FALSE,NA,"799395099935461376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkMarkjs72",5,TRUE,FALSE,NA,NA
"34","RT @IntelHPC: Took your challenge @cray_inc #MannequinChallenge #SC16 #Intel https://t.co/02owP50oUr",FALSE,0,NA,2016-11-17 23:33:33,FALSE,NA,"799395079072813056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flexrex",23,TRUE,FALSE,NA,NA
"35","See how @IBM continues to benchmark HPC applications with this new server: https://t.co/kJTzTB4yTW #SC16 #HPCMatters https://t.co/zcbcT3e5K4",FALSE,5,NA,2016-11-17 23:33:23,FALSE,NA,"799395036672557056",NA,"<a href=""http://percolate.com"" rel=""nofollow"">Percolate</a>","OpenPOWERorg",5,FALSE,FALSE,NA,NA
"36","RT @NvidiaAI: #SC16 How #AI and #GPU #DeepLearning are accelerating healthcare to battle the most challenging diseases of today: https://t.…",FALSE,0,NA,2016-11-17 23:30:55,FALSE,NA,"799394414862987264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinayagamrk",26,TRUE,FALSE,NA,NA
"37","RT @mnoukhiya: #SC16 talk on #Data #Analytics with ScaleMine by Panos group @KaustCemse @KAUST_ECRC on @cray_inc @KAUST_HPC #KAUST https://…",FALSE,0,NA,2016-11-17 23:30:17,FALSE,NA,"799394256364261376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","matt_gianni",8,TRUE,FALSE,NA,NA
"38","Great piece of software by @sgi_corp interactive 3d modelling and full specs of all their equipment - and can be us… https://t.co/FNS6p6wFPO",FALSE,0,NA,2016-11-17 23:29:11,TRUE,NA,"799393978495823872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","redoakHPC",0,FALSE,FALSE,NA,NA
"39","RT @IntelHPC: For those at #SC16 this is hot off the presses for #Intel #XeonPhi #IntelAI https://t.co/N2x3tlWbYm",FALSE,0,NA,2016-11-17 23:27:33,FALSE,NA,"799393569459027969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MukulH92",6,TRUE,FALSE,NA,NA
"40","RT @FujitsuHPC: Fujitsu co-authored #SC16 ""Best Poster."" Congratulations to RIKEN and everyone involved. https://t.co/9GEb0XuDkM",FALSE,0,NA,2016-11-17 23:27:29,FALSE,NA,"799393550429515776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adrianogalano",6,TRUE,FALSE,NA,NA
"41","Missed @Supercomputing this year? We've got you covered with an epic fast walkthrough of the show! #SC16 #HPC https://t.co/duwWyqXPqy",FALSE,0,NA,2016-11-17 23:27:19,FALSE,NA,"799393511535558658",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Asetek",0,FALSE,FALSE,NA,NA
"42","RT @mnoukhiya: #SC16 talk on #Data #Analytics with ScaleMine by Panos group @KaustCemse @KAUST_ECRC on @cray_inc @KAUST_HPC #KAUST https://…",FALSE,0,NA,2016-11-17 23:27:12,FALSE,NA,"799393480736849920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cray_inc",8,TRUE,FALSE,NA,NA
"43","RT @cyclecomputing: Check out @David_Hinz presenting #HPC at @WesternDigital on Thursday at 10:30 AM. #SC16 https://t.co/2AViKdTzMI https:/…",FALSE,0,NA,2016-11-17 23:26:47,FALSE,NA,"799393377301073920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WesternDigiDC",6,TRUE,FALSE,NA,NA
"44","RT @HPC_Guru: .@StreamComputing: Thanks #SC16 crowd for sharing lots of progress on all those open standards for #HPC.",FALSE,0,NA,2016-11-17 23:25:22,FALSE,NA,"799393019497693184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chandrasunita",2,TRUE,FALSE,NA,NA
"45","RT @hpcgarage: China takes the Gordon Bell Prize at #SC16 -- a hearty congrats to the winners! https://t.co/DZiTRafMdH",FALSE,0,NA,2016-11-17 23:25:19,FALSE,NA,"799393007032238081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hpcnotes",9,TRUE,FALSE,NA,NA
"46","RT @ProfMatsuoka: While #SC16 Japan esp. Riken got no.1 on HPCG and Graph500 on K, as well as the best paper the best poster awards. Fantas…",FALSE,0,NA,2016-11-17 23:25:02,FALSE,NA,"799392934114140160",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","akiame9",4,TRUE,FALSE,NA,NA
"47",".@ProfMatsuoka:Japan esp. Riken got #1 on HPCG &amp; Graph500 on K, as well as the best paper &amp; the best poster awards. Fantastic results! #SC16",FALSE,9,NA,2016-11-17 23:24:04,FALSE,NA,"799392694128807937",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","HPC_Guru",4,FALSE,FALSE,NA,NA
"48","RT @DellEMCNews: Dell EMC adds #1 in HPC to the list! Watch @jburton on why #HPC is the F1 racing of the tech industry. #SC16 https://t.co/…",FALSE,0,NA,2016-11-17 23:23:55,FALSE,NA,"799392655511732224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tian_Beng_Ng",65,TRUE,FALSE,NA,NA
"49","RT @ProfMatsuoka: While #SC16 Japan esp. Riken got no.1 on HPCG and Graph500 on K, as well as the best paper the best poster awards. Fantas…",FALSE,0,NA,2016-11-17 23:23:39,FALSE,NA,"799392587492839424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HPCsharp",4,TRUE,FALSE,NA,NA
"50","#ThrowbackThursday to our tutorial with @hpcnotes ""Almost all problems are caused by someone saying 'how hard can it be?'"" #SC16",FALSE,1,NA,2016-11-17 23:23:31,FALSE,NA,"799392555947290624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","redoakHPC",1,FALSE,FALSE,NA,NA
"51","RT @NCSAatIllinois: .@Illinois_Alma team (standing with big #hpc names) won 7th place out of 14 @ #SC16 student cluster competition. More t…",FALSE,0,NA,2016-11-17 23:23:03,FALSE,NA,"799392435155726341",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","IllinoisCS",3,TRUE,FALSE,NA,NA
"52","RT @HPCwire: Congratulations to @FortissimoPro, @Cineca1969 &amp; Zeco for your win in the #HPCwireAwards! #HPC #SC16 #HPCMatters https://t.co/…",FALSE,0,NA,2016-11-17 23:20:58,FALSE,NA,"799391912079736832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmmaza2",8,TRUE,FALSE,NA,NA
"53",".@StreamComputing: Thanks #SC16 crowd for sharing lots of progress on all those open standards for #HPC.",FALSE,1,NA,2016-11-17 23:20:08,FALSE,NA,"799391703006412800",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","HPC_Guru",2,FALSE,FALSE,NA,NA
"54","RT @onyame: .@bernd_mohr of @fz_juelich introduces next years @Supercomputing #SC17 in #Denver. #SC16 https://t.co/7zNg1xhybq",FALSE,0,NA,2016-11-17 23:20:00,FALSE,NA,"799391670823489536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TobiasSchlauch",11,TRUE,FALSE,NA,NA
"55","RT @DellEMCNews: Dell EMC adds #1 in HPC to the list! Watch @jburton on why #HPC is the F1 racing of the tech industry. #SC16 https://t.co/…",FALSE,0,NA,2016-11-17 23:19:23,FALSE,NA,"799391514325454849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rudrb08",65,TRUE,FALSE,NA,NA
"56","While #SC16 Japan esp. Riken got no.1 on HPCG and Graph500 on K, as well as the best paper the best poster awards. Fantastic results!",FALSE,5,NA,2016-11-17 23:19:10,FALSE,NA,"799391460080484352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProfMatsuoka",4,FALSE,FALSE,NA,NA
"57","RT @nextgenio: The exhibition might be closed, but there’s still plenty to do at #SC16 Join our ExaIO w’shop tomorrow AM in 355-BC https://…",FALSE,0,NA,2016-11-17 23:17:46,FALSE,NA,"799391108946006016",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","micheleweiland",3,TRUE,FALSE,NA,NA
"58","RT @ProfMatsuoka: #SC16 Asia excelled, both China&amp;Japan. TaihuLight won the Top500, ACM Gordon Bell Prize (3 finalists), and the Student Cl…",FALSE,0,NA,2016-11-17 23:17:44,FALSE,NA,"799391098191958020",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chandrasunita",7,TRUE,FALSE,NA,NA
"59","RT @Supercomputing: Welcome to winter. Guess the summer weather couldn’t hold out for one more day! #SC16 via @chandrasunita https://t.co/w…",FALSE,0,NA,2016-11-17 23:17:34,FALSE,NA,"799391058438291456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chandrasunita",3,TRUE,FALSE,NA,NA
"60","The exhibition might be closed, but there’s still plenty to do at #SC16 Join our ExaIO w’shop tomorrow AM in 355-BC https://t.co/6OHKdcXFm6",FALSE,3,NA,2016-11-17 23:17:23,FALSE,NA,"799391010371432448",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","nextgenio",3,FALSE,FALSE,NA,NA
"61","RT @ProfMatsuoka: #SC16 Asia excelled, both China&amp;Japan. TaihuLight won the Top500, ACM Gordon Bell Prize (3 finalists), and the Student Cl…",FALSE,0,NA,2016-11-17 23:17:23,FALSE,NA,"799391008580583425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ople",7,TRUE,FALSE,NA,NA
"62","RT @IntelHPC: For those at #SC16 this is hot off the presses for #Intel #XeonPhi #IntelAI https://t.co/N2x3tlWbYm",FALSE,0,NA,2016-11-17 23:17:01,FALSE,NA,"799390919401291777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KristineRaabe",6,TRUE,FALSE,NA,NA
"63","RT @glennklockwood: Pretty good story around TaihuLight at #SC16. Ported CAM to SW26010 chip to get ahead of srs smog problems in Beijing h…",FALSE,0,NA,2016-11-17 23:16:46,FALSE,NA,"799390853131366400",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","HPC_Guru",2,TRUE,FALSE,NA,NA
"64","That's a wrap!  #SC16 has been amazing!  We cannot wait to see everyone next year in Denver for #SC17! https://t.co/cv1yOPAL80",FALSE,1,NA,2016-11-17 23:16:45,FALSE,NA,"799390853026328577",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PenguinHPC",0,FALSE,FALSE,NA,NA
"65","#SC16 Asia excelled, both China&amp;Japan. TaihuLight won the Top500, ACM Gordon Bell Prize (3 finalists), and the Student Cluster Competition..",FALSE,10,NA,2016-11-17 23:16:45,FALSE,NA,"799390851390533632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProfMatsuoka",7,FALSE,FALSE,NA,NA
"66","RT @dmbyte: #SC16 is in the books.  Thank you @Supercomputing for a great event!  Looking forward to seeing everyone at #SC17! #HPC @SUSE",FALSE,0,NA,2016-11-17 23:13:35,FALSE,NA,"799390052677722112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SUSE",1,TRUE,FALSE,NA,NA
"67","#SC16 is in the books.  Thank you @Supercomputing for a great event!  Looking forward to seeing everyone at #SC17! #HPC @SUSE",FALSE,1,NA,2016-11-17 23:13:07,FALSE,NA,"799389935442792448",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","dmbyte",1,FALSE,FALSE,NA,NA
"68","Thanks for a great show, @Supercomputing, and we look forward to being here again next year! #SC16…… https://t.co/Xp03J415hB",FALSE,0,NA,2016-11-17 23:13:06,TRUE,NA,"799389933605650441",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","DataRecoveryIO",0,FALSE,FALSE,NA,NA
"69","Thank you @data_vortex for sharing. @top500supercomp thanks for my new friend. I’ll be naming her soon…  #SC16… https://t.co/UdMZ1Ydc58",FALSE,0,NA,2016-11-17 23:12:26,TRUE,NA,"799389762968756224",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kamcmahon",1,FALSE,FALSE,NA,NA
"70","RT @NASA_Supercomp: Safe travels from the NASA #SC16 booth crew! We had a blast showing off how #HPCMatters to NASA in #SLC. We'll see you…",FALSE,0,NA,2016-11-17 23:11:06,FALSE,NA,"799389427260764160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","latanner348",4,TRUE,FALSE,NA,NA
"71","RT @OpenPOWERorg: Learn how PGI is bringing their PGI Fortran, C and C++ compilers with OpenACC to #OpenPOWER https://t.co/LxBdf1i5Wd #SC16…",FALSE,0,NA,2016-11-17 23:10:04,FALSE,NA,"799389170388975616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OpenACCorg",6,TRUE,FALSE,NA,NA
"72","Pretty good story around TaihuLight at #SC16. Ported CAM to SW26010 chip to get ahead of srs smog problems in Beiji… https://t.co/bNBBNsr5id",FALSE,3,NA,2016-11-17 23:09:46,TRUE,NA,"799389092362358784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","glennklockwood",2,FALSE,FALSE,NA,NA
"73","It's a wrap! @fz_juelich has left the building, I mean, #SC16. https://t.co/ppwu7okiVy",FALSE,2,NA,2016-11-17 23:08:53,FALSE,NA,"799388872039768064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndiH",0,FALSE,FALSE,NA,NA
"74","RT @IntelHPC: Sharing with #HPC community &amp; folks at #SC16 Big unveil from #IntelAI day Announcement of Intel Nervana #AI Academy https://t…",FALSE,0,NA,2016-11-17 23:04:13,FALSE,NA,"799387698267947009",NA,"<a href=""http://asknobody.com"" rel=""nofollow"">TwitterAIaskNOBODY</a>","askN0B0DY",2,TRUE,FALSE,NA,NA
"75","Sharing with #HPC community &amp; folks at #SC16 Big unveil from #IntelAI day Announcement of Intel Nervana #AI Academy… https://t.co/y8ufvUOjLe",FALSE,2,NA,2016-11-17 23:03:46,TRUE,NA,"799387585231454208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IntelHPC",2,FALSE,FALSE,NA,NA
"76","Come to stand 3634 and find out more about @mellanoxtech Switch-IB 2 the world’s first smart network switch #SC16",FALSE,0,NA,2016-11-17 23:01:28,FALSE,NA,"799387006887346176",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","bostonlimited",0,FALSE,FALSE,NA,NA
"77","RT @IBMResearch: Read @DharmendraModha's team's paper: ""TrueNorth Ecosystem for Brain-Inspired Computing"" https://t.co/Zvl3npW91f #SC16 htt…",FALSE,0,NA,2016-11-17 23:00:32,FALSE,NA,"799386769733152768",NA,"<a href=""http://tomasz.io"" rel=""nofollow"">TechLikes</a>","tech_likes",14,TRUE,FALSE,NA,NA
"78","Thanks for a great show, @Supercomputing, and we look forward to being here again next year! #SC16 #hpcmatters https://t.co/7r0AeUykId",FALSE,2,NA,2016-11-17 23:00:05,FALSE,NA,"799386657786998784",NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","Seagate",0,FALSE,FALSE,NA,NA
"79","At #SC16 #WesternDigital is showcasing the latest innovation in Storage Class Memory! Check it out:… https://t.co/0lXt2lKWfo",FALSE,1,NA,2016-11-17 23:00:03,TRUE,NA,"799386649071206400",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","WesternDigiDC",0,FALSE,FALSE,NA,NA
